gps_code,iata_code,name,type,ident,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,id,iso_region,municipality,scheduled_service,local_code,home_link,wikipedia_link,keywords
HASR,SHC,Shire Inda Selassie Airport,small_airport,ET-SHC,14.075699,38.273592,6207,AF,ET,32294,ET-TI,Shire Inda Selassie,yes,,,https://en.wikipedia.org/wiki/Shire_Airport,"Indaselassie, Indasilase"
KSHD,SHD,Shenandoah Valley Regional Airport,medium_airport,KSHD,38.263802,-78.8964,1201,NA,US,21066,US-VA,Weyers Cave,yes,SHD,,https://en.wikipedia.org/wiki/Shenandoah_Valley_Regional_Airport,"Harrisonburg, Staunton, Waynesboro"
ZYTX,SHE,Shenyang Taoxian International Airport,large_airport,ZYTX,41.639801,123.483002,198,AS,CN,27243,CN-21,"Hunnan, Shenyang",yes,,,https://en.wikipedia.org/wiki/Shenyang_Taoxian_International_Airport,
ZWHZ,SHF,Shihezi Huayuan Airport,small_airport,ZGHU,44.2421,85.8905,1700,AS,CN,316764,CN-65,Shihezi,yes,,,https://en.wikipedia.org/wiki/Shihezi_Huayuan_Airport,
PAGH,SHG,Shungnak Airport,small_airport,PAGH,66.88809967041,-157.16200256348,197,NA,US,5366,US-AK,Shungnak,yes,SHG,,https://en.wikipedia.org/wiki/Shungnak_Airport,
PASH,SHH,Shishmaref Airport,small_airport,PASH,66.249604,-166.089112,12,NA,US,5407,US-AK,Shishmaref,yes,SHH,,https://en.wikipedia.org/wiki/Shishmaref_Airport,K09
OMSJ,SHJ,Sharjah International Airport,large_airport,OMSJ,25.3286,55.5172,111,AS,AE,5239,AE-SH,Sharjah,yes,,https://www.sharjahairport.ae/en/,https://en.wikipedia.org/wiki/Sharjah_International_Airport,
VEBI,SHL,Shillong Airport,medium_airport,VEBI,25.7035999298096,91.9786987304688,2910,AS,IN,26492,IN-ML,Shillong,yes,,,https://en.wikipedia.org/wiki/Shillong_Airport,"Barapani Airport, Barapani Air Force Station, Umroi Airport"
RJBD,SHM,Nanki Shirahama Airport,medium_airport,RJBD,33.6622009277,135.363998413,298,AS,JP,5537,JP-30,Shirahama,yes,,,https://en.wikipedia.org/wiki/Nanki-Shirahama_Airport,
FDSK,SHO,King Mswati III International Airport,large_airport,FDSK,-26.358611,31.716944,1092,AF,SZ,308033,SZ-LU,Mpaka,yes,,http://www.eswacaa.co.sz/airports/kingmswatiIII/,https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport,Sikhuphe International Airport
KSHR,SHR,Sheridan County Airport,medium_airport,KSHR,44.7691993713379,-106.980003356934,4021,NA,US,3881,US-WY,Sheridan,yes,SHR,,https://en.wikipedia.org/wiki/Sheridan_County_Airport,
ZHJZ,SHS,Jingzhou Shashi Airport,medium_airport,ZHJZ,30.29281,112.44854,95,AS,CN,347636,CN-42,Jingzhou (Shashi),yes,SHS,,https://en.wikipedia.org/wiki/Jingzhou_Shashi_Airport,
KSHV,SHV,Shreveport Regional Airport,medium_airport,KSHV,32.446602,-93.8256,258,NA,US,3882,US-LA,Shreveport,yes,SHV,,https://en.wikipedia.org/wiki/Shreveport_Regional_Airport,
OESH,SHW,Sharurah Domestic Airport,medium_airport,OESH,17.4669,47.121399,2363,AS,SA,5118,SA-10,Sharurah,yes,,,https://en.wikipedia.org/wiki/Sharurah_Domestic_Airport,
HTSY,SHY,Shinyanga Airport,small_airport,HTSY,-3.6093,33.5035,3800,AF,TZ,32297,TZ-22,Shinyanga,yes,,,https://en.wikipedia.org/wiki/Shinyanga_Airport,
GVAC,SID,Amílcar Cabral International Airport,large_airport,GVAC,16.7414,-22.9494,177,AF,CV,3150,CV-B,Espargos,yes,,,https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport,Sal Island
VNSI,SIF,Simara Airport,small_airport,VNSI,27.159803,84.980021,450,AS,NP,26599,NP-P2,Simara,yes,,,https://en.wikipedia.org/wiki/Simara_Airport,
TJIG,SIG,Fernando Luis Ribas Dominicci Airport,medium_airport,TJIG,18.4568004608154,-66.0980987548828,10,NA,PR,6381,PR-U-A,San Juan,yes,SIG,,https://en.wikipedia.org/wiki/Fernando_Luis_Ribas_Dominicci_Airport,Isla Grande
VNDT,SIH,Silgadi Doti Airport,small_airport,VNDT,29.262226,80.935968,2100,AS,NP,32301,NP-P7,Silgadi Doti,yes,,,https://en.wikipedia.org/wiki/Doti_Airport,
WSSS,SIN,Singapore Changi Airport,large_airport,WSSS,1.35019,103.994003,22,AS,SG,26887,SG-04,Singapore,yes,,http://www.changiairport.com/,https://en.wikipedia.org/wiki/Singapore_Changi_Airport,RAF Changi
UKFF,SIP,Simferopol International Airport,medium_airport,UKFF,45.0522,33.975101,639,EU,UA,6474,UA-43,Simferopol,yes,URFF,https://new.sipaero.ru/,https://en.wikipedia.org/wiki/Simferopol_International_Airport,
FASS,SIS,Sishen Airport,medium_airport,FASS,-27.6486,22.9993,3848,AF,ZA,2839,ZA-NC,Sishen,yes,,,,
PASI,SIT,Sitka Rocky Gutierrez Airport,medium_airport,PASI,57.0471000671387,-135.361999511719,21,NA,US,5408,US-AK,Sitka,yes,SIT,,https://en.wikipedia.org/wiki/Sitka_Rocky_Gutierrez_Airport,
KSJC,SJC,Norman Y. Mineta San Jose International Airport,large_airport,KSJC,37.362452,-121.929188,62,NA,US,3883,US-CA,San Jose,yes,SJC,https://www.flysanjose.com/,https://en.wikipedia.org/wiki/San_Jose_International_Airport,
MMSD,SJD,Los Cabos International Airport,large_airport,MMSD,23.151919,-109.720731,374,NA,MX,4750,MX-BCS,San José del Cabo,yes,,https://www.loscabosairport.com/,https://en.wikipedia.org/wiki/Los_Cabos_International_Airport,
SKSJ,SJE,Jorge E. Gonzalez Torres Airport,medium_airport,SKSJ,2.57969,-72.6394,605,SA,CO,6160,CO-GUV,San José Del Guaviare,yes,SJE,,https://en.wikipedia.org/wiki/Jorge_Enrique_Gonz%C3%A1lez_Torres_Airport,
RPUH,SJI,San Jose Airport,medium_airport,RPUH,12.3614997864,121.04699707,14,AS,PH,5719,PH-MDC,San Jose,yes,,,https://en.wikipedia.org/wiki/McGuire_Field,McGuire Field
LQSA,SJJ,Sarajevo International Airport,medium_airport,LQSA,43.8246,18.331499,1708,EU,BA,4469,BA-BIH,Sarajevo,yes,,http://www.sarajevo-airport.ba/,https://en.wikipedia.org/wiki/Sarajevo_International_Airport,
SBSJ,SJK,Professor Urbano Ernesto Stumpf Airport,medium_airport,SBSJ,-23.2292,-45.8615,2120,SA,BR,5970,BR-SP,São José Dos Campos,yes,SP0008,,https://en.wikipedia.org/wiki/S%C3%A3o_Jos%C3%A9_dos_Campos_Regional_Airport,
SBUA,SJL,São Gabriel da Cachoeira Airport,medium_airport,SBUA,-0.14835,-66.9855,249,SA,BR,5990,BR-AM,São Gabriel da Cachoeira,yes,AM0003,https://sjlairport.com.br/,https://en.wikipedia.org/wiki/São_Gabriel_da_Cachoeira_Airport,Uaupés
MROC,SJO,Juan Santamaría International Airport,medium_airport,MROC,9.99386,-84.208801,3021,NA,CR,4810,CR-A,San José (Alajuela),yes,,https://www.sjoairport.com/,https://en.wikipedia.org/wiki/Juan_Santamar%C3%ADa_International_Airport,
SBSR,SJP,Prof. Eribelto Manoel Reino State Airport,medium_airport,SBSR,-20.817113,-49.406963,1784,SA,BR,5975,BR-SP,São José do Rio Preto,yes,SP0006,,https://en.wikipedia.org/wiki/S%C3%A3o_Jos%C3%A9_do_Rio_Preto_Airport,São José do Rio Preto Airport
KSJT,SJT,San Angelo Regional Mathis Field,medium_airport,KSJT,31.3577003479004,-100.496002197266,1919,NA,US,3884,US-TX,San Angelo,yes,SJT,,https://en.wikipedia.org/wiki/San_Angelo_Regional_Airport,
TJSJ,SJU,Luis Munoz Marin International Airport,large_airport,TJSJ,18.4394,-66.001801,9,NA,PR,6384,PR-U-A,San Juan,yes,SJU,https://aeropuertosju.com/,https://en.wikipedia.org/wiki/Luis_Mu%C3%B1oz_Mar%C3%ADn_International_Airport,Isla Verde
ZBSJ,SJW,Shijiazhuang Zhengding International Airport,medium_airport,ZBSJ,38.280701,114.696999,233,AS,CN,27191,CN-13,Shijiazhuang,yes,,,https://en.wikipedia.org/wiki/Shijiazhuang_Zhengding_International_Airport,Daguocun
MZSJ,SJX,Sartaneja Airport,medium_airport,BZ-SJX,18.3561,-88.130798,3,NA,BZ,42210,BZ-CZL,Sartaneja,yes,,,https://en.wikipedia.org/wiki/Sartaneja_Airport,
LPSJ,SJZ,São Jorge Airport,medium_airport,LPSJ,38.665501,-28.1758,311,EU,PT,4462,PT-20,Velas,yes,,,https://en.wikipedia.org/wiki/S%C3%A3o_Jorge_Airport,
TKPK,SKB,Robert L. Bradshaw International Airport,medium_airport,TKPK,17.3111991882324,-62.7187004089356,170,NA,KN,6386,KN-U-A,Basseterre,yes,,,https://en.wikipedia.org/wiki/Robert_L._Bradshaw_International_Airport,
AYSU,SKC,Suki Airport,small_airport,PG-SKC,-8.0466,141.7222,24,OC,PG,35191,PG-WPD,Suki,yes,SUKI,,https://en.wikipedia.org/wiki/Suki_Airport,
UTSS,SKD,Samarkand Airport,medium_airport,UTSS,39.7005004882813,66.9838027954102,2224,AS,UZ,26390,UZ-SA,Samarkand,yes,,,https://en.wikipedia.org/wiki/Samarkand_Airport,
LGTS,SKG,Thessaloniki Macedonia International Airport,large_airport,LGTS,40.51928,22.970009,22,EU,GR,4293,GR-B,Thessaloniki,yes,,https://www.skg-airport.gr/en,https://en.wikipedia.org/wiki/Thessaloniki_International_Airport%2C_%22Macedonia%22,Makedonia. Macedonia. Salonica
VNSK,SKH,Surkhet Airport,small_airport,VNSK,28.586,81.636002,2400,AS,NP,32311,NP-P6,Surkhet,yes,,,https://en.wikipedia.org/wiki/Surkhet_Airport,
PFSH,SKK,Shaktoolik Airport,small_airport,PFSH,64.371101,-161.223999,24,NA,US,9334,US-AK,Shaktoolik,yes,2C7,,https://en.wikipedia.org/wiki/Shaktoolik_Airport,
ENSK,SKN,"Stokmarknes Airport, Skagen",medium_airport,ENSK,68.578827,15.033417,11,EU,NO,29282,NO-18,Hadsel,yes,,https://avinor.no/en/airport/stokmarknes-airport/,https://en.wikipedia.org/wiki/Stokmarknes_Airport%2C_Skagen,"Stokmarknes lufthavn, Skagen"
DNSO,SKO,Sadiq Abubakar III International Airport,medium_airport,DNSO,12.9162998199463,5.20719003677368,1010,AF,NG,2121,NG-SO,Sokoto,yes,,http://www.faannigeria.org/nigeria-airport.php?airport=13,https://en.wikipedia.org/wiki/Sadiq_Abubakar_III_International_Airport,
LWSK,SKP,Skopje International Airport,large_airport,LWSK,41.958087,21.622581,781,EU,MK,4573,MK-008,Ilinden,yes,,http://skp.airports.com.mk/,https://en.wikipedia.org/wiki/Skopje_Airport,Petrovec
OPST,SKT,Sialkot International Airport,medium_airport,OPST,32.535557,74.363892,837,AS,PK,41624,PK-PB,Sialkot,yes,,,https://en.wikipedia.org/wiki/Sialkot_International_Airport,
LGSY,SKU,Skiros Airport,small_airport,LGSY,38.9676017761,24.4871997833,44,EU,GR,4289,GR-H,Skiros Island,yes,,,https://en.wikipedia.org/wiki/Skyros_Island_National_Airport,
UWPS,SKX,Saransk Airport,medium_airport,UWPS,54.125129699707,45.2122573852539,676,EU,RU,42965,RU-MO,Saransk,yes,,,https://en.wikipedia.org/wiki/Saransk_Airport,Аэропорт Саранск
OPSK,SKZ,Sukkur Airport,medium_airport,OPSK,27.7220001220703,68.7917022705078,196,AS,PK,5279,PK-SD,Mirpur Khas,yes,,,https://en.wikipedia.org/wiki/Sukkur_Airport,
SASA,SLA,Martin Miguel De Guemes International Airport,medium_airport,SASA,-24.8560009003,-65.4861984253,4088,SA,AR,5811,AR-A,Salta,yes,SAL,,https://en.wikipedia.org/wiki/Mart%C3%ADn_Miguel_de_G%C3%BCemes_Airport,
KSLC,SLC,Salt Lake City International Airport,large_airport,KSLC,40.78886,-111.979866,4227,NA,US,3887,US-UT,Salt Lake City,yes,SLC,https://slcairport.com/,https://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,
LZSL,SLD,Sliač Airport,medium_airport,LZSL,48.6377983093262,19.1340999603272,1043,EU,SK,4621,SK-BC,Sliač,yes,,http://www.airportsliac.sk/home-engle.html,https://en.wikipedia.org/wiki/Slia%C4%8D_Airport,
KSLE,SLE,Salem-Willamette Valley Airport/McNary Field,medium_airport,KSLE,44.9095,-123.002998,214,NA,US,3888,US-OR,Salem,yes,SLE,http://www.flysalem.com/,https://en.wikipedia.org/wiki/McNary_Field,4OR1
NVSC,SLH,Sola Airport,small_airport,NVSC,-13.8516998291,167.537002563,7,OC,VU,32323,VU-TOB,Sola,yes,,,https://en.wikipedia.org/wiki/Vanua_Lava_Airport,Vanua Lava Airport
FLSW,SLI,Solwesi Airport,small_airport,FLSW,-12.1737003326416,26.3651008605957,4551,AF,ZM,30427,ZM-06,Solwesi,yes,,,https://en.wikipedia.org/wiki/Solwezi_Airport,Solwezi Airport
KSLK,SLK,Adirondack Regional Airport,medium_airport,KSLK,44.38691,-74.204629,1663,NA,US,3890,US-NY,Saranac Lake,yes,SLK,,https://en.wikipedia.org/wiki/Adirondack_Regional_Airport,
OOSA,SLL,Salalah Airport,medium_airport,OOSA,17.0387001037598,54.0913009643555,73,AS,OM,5244,OM-ZU,Salalah,yes,,http://www.dgcam.gov.om/str/airsalah.htm,https://en.wikipedia.org/wiki/Salalah_Airport,مطار صلالة
LESA,SLM,Salamanca Airport,medium_airport,LESA,40.952099,-5.50199,2595,EU,ES,4033,ES-CL,Salamanca,yes,,https://www.aena.es/en/salamanca.html,https://en.wikipedia.org/wiki/Salamanca_Airport,
KSLN,SLN,Salina Municipal Airport,medium_airport,KSLN,38.7910003662109,-97.6521987915039,1288,NA,US,3891,US-KS,Salina,yes,SLN,,https://en.wikipedia.org/wiki/Salina_Municipal_Airport,
MMSP,SLP,Ponciano Arriaga International Airport,medium_airport,MMSP,22.2542991638,-100.930999756,6035,NA,MX,4752,MX-SLP,San Luis Potosí,yes,,,https://en.wikipedia.org/wiki/Ponciano_Arriaga_International_Airport,Estafeta
PASL,SLQ,Sleetmute Airport,small_airport,PASL,61.7005,-157.166,190,NA,US,24577,US-AK,Sleetmute,yes,SLQ,,https://en.wikipedia.org/wiki/Sleetmute_Airport,
TLPC,SLU,George F. L. Charles Airport,medium_airport,TLPC,14.0202,-60.992901,22,NA,LC,6388,LC-02,Castries,yes,,http://www.slaspa.com/contentPages/view/george-f-l-charles-airport,https://en.wikipedia.org/wiki/George_F._L._Charles_Airport,Vigie Airport
MBSY,SLX,Salt Cay Airport,small_airport,MBSY,21.3330001831,-71.1999969482,3,NA,TC,32325,TC-SL,Salt Cay,yes,,,https://en.wikipedia.org/wiki/Salt_Cay_Airport,
USDD,SLY,Salekhard Airport,medium_airport,USDD,66.5907974243164,66.6110000610352,218,AS,RU,26372,RU-YAN,Salekhard,yes,,,https://en.wikipedia.org/wiki/Salekhard_Airport,
SBSL,SLZ,Marechal Cunha Machado International Airport,medium_airport,SBSL,-2.58536,-44.2341,178,SA,BR,5971,BR-MA,São Luís,yes,MA0001,,https://en.wikipedia.org/wiki/Marechal_Cunha_Machado_International_Airport,
LPAZ,SMA,Santa Maria Airport,medium_airport,LPAZ,36.9714012145996,-25.1706008911133,308,EU,PT,4439,PT-20,Vila do Porto,yes,,,https://en.wikipedia.org/wiki/Santa_Maria_Airport,
KSMF,SMF,Sacramento International Airport,large_airport,KSMF,38.6954,-121.591003,27,NA,US,3892,US-CA,Sacramento,yes,SMF,https://sacramento.aero/smf,https://en.wikipedia.org/wiki/Sacramento_International_Airport,
LGSM,SMI,Samos Airport,medium_airport,LGSM,37.689999,26.911699,19,EU,GR,4283,GR-K,Samos Island,yes,,,https://en.wikipedia.org/wiki/Samos_International_Airport,
PAMK,SMK,St Michael Airport,small_airport,PAMK,63.49010086,-162.1100006,98,NA,US,24578,US-AK,St Michael,yes,SMK,,https://en.wikipedia.org/wiki/St._Michael_Airport,5S8
MYLS,SML,Stella Maris Airport,medium_airport,MYLS,23.582317,-75.268621,10,NA,BS,4949,BS-LI,Stella Maris,yes,,,https://en.wikipedia.org/wiki/Stella_Maris_Airport,
KSMN,SMN,Lemhi County Airport,medium_airport,KSMN,45.122233,-113.88196,4043,NA,US,21086,US-ID,Salmon,yes,SMN,http://lemhicountyairport.com/,https://en.wikipedia.org/wiki/Lemhi_County_Airport,
WAGS,SMQ,Sampit (Hasan) Airport,small_airport,WAOS,-2.499198,112.974987,50,AS,ID,26781,ID-KT,Sampit,yes,,,https://en.wikipedia.org/wiki/H._Asan_Airport,"WRBS,WAOS"
SKSM,SMR,Simón Bolívar International Airport,medium_airport,SKSM,11.1196,-74.2306,22,SA,CO,6161,CO-MAG,Santa Marta,yes,SMR,,https://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport_(Colombia),
FMMS,SMS,Sainte Marie Airport,medium_airport,FMMS,-17.093901,49.8158,7,AF,MG,2910,MG-A,Vohilava,yes,,,https://en.wikipedia.org/wiki/Saints_Marie_Airport,
SBSO,SMT,Adolino Bedin Regional Airport,small_airport,SBSO,-12.479177,-55.672341,1266,SA,BR,321014,BR-MT,Sorriso,yes,MT0005,https://www4.infraero.gov.br/aeroportos/aeroporto-regional-de-sorriso/,https://en.wikipedia.org/wiki/Sorriso_Airport,SDSS
GMMA,SMW,Smara Airport,medium_airport,GMMA,26.731987,-11.683655,350,AF,EH,3108,EH-U-A,Smara,yes,,,https://en.wikipedia.org/wiki/Smara_Airport,"GSMA, Semara"
KSMX,SMX,Santa Maria Public Airport Captain G Allan Hancock Field,medium_airport,KSMX,34.898899,-120.457001,261,NA,US,3893,US-CA,Santa Maria,yes,SMX,,https://en.wikipedia.org/wiki/Santa_Maria_Public_Airport,
KSNA,SNA,John Wayne Orange County International Airport,large_airport,KSNA,33.675701,-117.867996,56,NA,US,3894,US-CA,Santa Ana,yes,SNA,http://www.ocair.com/,https://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County"
YSNK,SNB,Snake Bay Airport,medium_airport,YSNB,-11.417674,130.648481,173,OC,AU,27140,AU-NT,Milikapiti,yes,,,https://en.wikipedia.org/wiki/Snake_Bay_Airport,"YSNB, Austin Strip, RAAF Melville Island"
GVSN,SNE,Preguiça Airport,medium_airport,GVSN,16.588852,-24.284132,669,AF,CV,3154,CV-B,Preguiça,yes,,,https://en.wikipedia.org/wiki/Pregui%C3%A7a_Airport,Sao Nicolau Island
EINN,SNN,Shannon Airport,large_airport,EINN,52.702,-8.92482,46,EU,IE,2537,IE-CE,Shannon,yes,,http://www.shannonairport.com/,https://en.wikipedia.org/wiki/Shannon_Airport,
VTUI,SNO,Sakon Nakhon Airport,medium_airport,VTUI,17.1951007843018,104.119003295898,529,AS,TH,26679,TH-47,,yes,,,https://en.wikipedia.org/wiki/Sakon_Nakhon_Airport,
PASN,SNP,St Paul Island Airport,medium_airport,PASN,57.166311,-170.222555,63,NA,US,5410,US-AK,St Paul Island,yes,SNP,,https://en.wikipedia.org/wiki/St._Paul_Island_Airport,Pribilof
LFRZ,SNR,Saint-Nazaire-Montoir Airport,medium_airport,LFRZ,47.31142,-2.152634,13,EU,FR,4225,FR-PDL,Saint-Nazaire/Montoir,yes,,,https://en.wikipedia.org/wiki/Saint-Nazaire_Montoir_Airport,
MUSC,SNU,Abel Santamaria Airport,medium_airport,MUSC,22.492201,-79.943604,338,NA,CU,4854,CU-05,Santa Clara,yes,,,https://en.wikipedia.org/wiki/Abel_Santa_Mar%C3%ADa_Airport,
VYTD,SNW,Thandwe Airport,medium_airport,VYTD,18.4606990814209,94.3001022338867,20,AS,MM,26741,MM-16,Thandwe,yes,,,https://en.wikipedia.org/wiki/Thandwe_Airport,
OIIS,SNX,Semnan Municipal Airport,small_airport,OIIS,35.591099,53.495098,3665,AS,IR,32103,IR-20,Semnan,yes,,,https://en.wikipedia.org/wiki/Semnan_Municipal_Airport,
LHSM,SOB,Hévíz–Balaton Airport,medium_airport,LHSM,46.686391,17.159084,408,EU,HU,4305,HU-ZA,Sármellék,yes,,http://www.flybalaton.com/?null&lang=en,https://en.wikipedia.org/wiki/S%C3%A1rmell%C3%A9k_International_Airport,"Sármellék International, FlyBatalon Airport, Batalon Airport, Sármellék Nemzetközi Repülőtér"
WAHQ,SOC,Adisumarmo International Airport,medium_airport,WARQ,-7.516044,110.757492,421,AS,ID,26788,ID-JT,Surakarta,yes,,https://adisumarmo-airport.com/en,https://en.wikipedia.org/wiki/Adisumarmo_International_Airport,"WRSQ, WARQ"
SDCO,SOD,Sorocaba Airport,small_airport,SDCO,-23.478001,-47.490002,2083,SA,BR,156,BR-SP,Sorocaba,yes,SP0027,,https://en.wikipedia.org/wiki/Sorocaba_Airport,
LBSF,SOF,Sofia Airport,large_airport,LBSF,42.696357,23.417671,1742,EU,BG,3977,BG-22,Sofia,yes,,http://sofia-airport.bg,https://en.wikipedia.org/wiki/Sofia_Airport,"Sofia International Airport, Vrazhdebna Air Base"
ENSG,SOG,"Sogndal Airport, Haukåsen",small_airport,ENSG,61.156101,7.13778,1633,EU,NO,28116,NO-46,Sogndal,yes,,https://avinor.no/en/airport/sogndal-airport/,"https://en.wikipedia.org/wiki/Sogndal_Airport,_Hauk%C3%A5sen",Haukåsen
ENSR,SOJ,Sørkjosen Airport,medium_airport,ENSR,69.786797,20.9594,16,EU,NO,2596,NO-55,Sørkjosen,yes,,https://avinor.no/en/airport/sorkjosen-airport/,https://en.wikipedia.org/wiki/S%C3%B8rkjosen_Airport,
SVST,SOM,San Tomé Airport,medium_airport,SVST,8.9451465606689,-64.151084899902,861,SA,VE,6328,VE-B,El Tigre,yes,,,https://en.wikipedia.org/wiki/San_Tom%C3%A9_Airport,"Don Edmundo Barrios, San José de Guanipa"
NVSS,SON,Santo Pekoa International Airport,medium_airport,NVSS,-15.5050001144,167.220001221,184,OC,VU,5010,VU-SAM,Luganville,yes,,http://www.airports.vu/Santo%20Pekoa/Santo%20Pekoa.htm,https://en.wikipedia.org/wiki/Santo-Pekoa_International_Airport,
WASS,SOQ,Domine Eduard Osok Airport,medium_airport,WAXX,-0.894,131.287,10,AS,ID,32634,ID-PB,Sorong,yes,,,https://en.wikipedia.org/wiki/Domine_Eduard_Osok_Airport,WAXX
EGHI,SOU,Southampton Airport,medium_airport,EGHI,50.950298,-1.3568,44,EU,GB,2422,GB-ENG,Southampton,yes,,http://www.southamptonairport.com/,https://en.wikipedia.org/wiki/Southampton_Airport,"RAF Eastleigh, RAF Southampton"
PASO,SOV,Seldovia Airport,small_airport,PASO,59.442981,-151.705227,29,NA,US,24675,US-AK,Seldovia,yes,SOV,http://www.seldovia.com/transportation-to-and-around-seldovia/by-air/,https://en.wikipedia.org/wiki/Seldovia_Airport,
KSOW,SOW,Show Low Regional Airport,medium_airport,KSOW,34.264062,-110.007091,6415,NA,US,21097,US-AZ,Show Low,yes,SOW,,https://en.wikipedia.org/wiki/Show_Low_Regional_Airport,
EGER,SOY,Stronsay Airport,small_airport,EGER,59.1553,-2.64139,39,EU,GB,29131,GB-SCT,Stronsay,yes,,,https://en.wikipedia.org/wiki/Stronsay_Airport,
VI22,SPB,Charlotte Amalie Harbor Seaplane Base,seaplane_base,VI22,18.3386001586914,-64.9406967163086,,NA,VI,25495,VI-U-A,Charlotte Amalie St Thomas,yes,VI22,,https://en.wikipedia.org/wiki/Charlotte_Amalie_Harbor_Seaplane_Base,
GCLA,SPC,La Palma Airport,medium_airport,GCLA,28.626499,-17.7556,107,AF,ES,3080,ES-CN,"Sta Cruz de la Palma, La Palma Island",yes,,https://www.aena.es/en/la-palma.html,https://en.wikipedia.org/wiki/La_Palma_Airport,
VGSD,SPD,Saidpur Airport,medium_airport,VGSD,25.7591991424561,88.9088973999023,125,AS,BD,26531,BD-5,Saidpur,yes,,,https://en.wikipedia.org/wiki/Saidpur_Airport,
KSPI,SPI,Abraham Lincoln Capital Airport,medium_airport,KSPI,39.844101,-89.677902,598,NA,US,3897,US-IL,Springfield,yes,SPI,,https://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport,
PGSN,SPN,Saipan International Airport,medium_airport,PGSN,15.119,145.729004,215,OC,MP,5431,MP-U-A,"I Fadang, Saipan",yes,GSN,,https://en.wikipedia.org/wiki/Saipan_International_Airport,Francisco C. Ada
FNME,SPP,Menongue Airport,medium_airport,FNME,-14.657600402832,17.7198009490967,4469,AF,AO,2945,AO-CCU,Menongue,yes,,,https://en.wikipedia.org/wiki/Menongue_Airport,
MZSP,SPR,John Greif II Airport,medium_airport,BZ-SPR,17.9139,-87.9711,4,NA,BZ,32370,BZ-CY,San Pedro,yes,,,https://en.wikipedia.org/wiki/San_Pedro_Airport,
KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,medium_airport,KSPS,33.9888,-98.491898,1019,NA,US,3898,US-TX,Wichita Falls,yes,SPS,http://www.flywichitafalls.net/,https://en.wikipedia.org/wiki/Wichita_Falls_Municipal_Airport,Sheppard Air Force Base
LDSP,SPU,Split Airport,medium_airport,LDSP,43.538898,16.298,79,EU,HR,3991,HR-17,Kaštel Štafilić,yes,,,https://en.wikipedia.org/wiki/Split_Airport,
HESX,SPX,Sphinx International Airport,medium_airport,HESX,30.108078,30.889252,482,AF,EG,335334,EG-GZ,Al Jiza,yes,,,https://en.wikipedia.org/wiki/Sphinx_International_Airport,
ZSSR,SQD,Shangrao Sanqingshan Airport,medium_airport,SQD,28.3797,117.9643,340,AS,CN,316767,CN-36,Shangrao,yes,,,https://en.wikipedia.org/wiki/Shangrao_Sanqingshan_Airport,
WIOS,SQG,Tebelian Airport,medium_airport,ID-0287,-0.045214,111.458049,97,AS,ID,525696,ID-KB,Sintang,yes,,,https://en.wikipedia.org/wiki/Tebelian_Airport,
ZSSM,SQJ,Sanming Shaxian Airport,medium_airport,SQJ,26.4263,117.8336,830,AS,CN,316774,CN-35,Sanming,yes,,,https://en.wikipedia.org/wiki/Sanming_Shaxian_Airport,
KSQL,SQL,San Carlos Airport,medium_airport,KSQL,37.51313,-122.250838,5,NA,US,21105,US-CA,San Carlos,yes,SQL,http://publicworks.smcgov.org/san-carlos-airport,https://en.wikipedia.org/wiki/San_Carlos_Airport_(California),"San Carlos-Belmont Airport, San Mateo Country Airport"
SSZR,SRA,Luis Alberto Lehr Airport,small_airport,SSZR,-27.90658,-54.520628,1014,SA,BR,516,BR-RS,Santa Rosa,yes,RS0027,,https://en.wikipedia.org/wiki/Santa_Rosa_Airport_(Brazil),
SLAL,SRE,Alcantarí Airport,medium_airport,SLAL,-19.246835,-65.149611,10184,SA,BO,333229,BO-H,Yamparaez,yes,,,https://en.wikipedia.org/wiki/Alcantar%C3%AD_Airport,
WAHS,SRG,Achmad Yani Airport,medium_airport,WARS,-6.970732,110.373244,10,AS,ID,26790,ID-JT,Semarang,yes,,https://www.ahmadyani-airport.com/id,https://en.wikipedia.org/wiki/Achmad_Yani_Airport,"WIIS, WARS"
FTTA,SRH,Sarh Airport,small_airport,FTTA,9.14444,18.374399,1198,AF,TD,32383,TD-MC,Sarh,yes,,,https://en.wikipedia.org/wiki/Sarh_Airport,
SLSB,SRJ,Capitán Av. German Quiroga G. Airport,small_airport,SLSB,-14.8591995239258,-66.7375030517578,633,SA,BO,30364,BO-B,San Borja,yes,,,https://en.wikipedia.org/wiki/Capitán_Germán_Quiroga_Guardia_Airport,
BGSI,SRK,Siorapaluk Heliport,heliport,BGSI,77.786517,-70.638657,102,NA,GL,44070,GL-AV,Siorapaluk,yes,SIO,,https://en.wikipedia.org/wiki/Siorapaluk_Heliport,Hiurapaluk
